chr,pos,strand,type,start,end,gene,transcript,group
chr3,9902847,+,promoter,9900847,9904847,IL17RE,ENST00000383814.8,0.1 <= TPM < 0.2
chr3,19934217,-,promoter,19932217,19936217,EFHB,ENST00000295824.14,0.1 <= TPM < 0.2
chr3,21751210,-,promoter,21749210,21753210,ZNF385D,ENST00000281523.8,0.1 <= TPM < 0.2
chr3,33277441,+,promoter,33275441,33279441,FBXL2,ENST00000484457.6,0.1 <= TPM < 0.2
chr3,38346784,+,promoter,38344784,38348784,XYLB,ENST00000207870.8,0.1 <= TPM < 0.2
chr3,38453889,+,promoter,38451889,38455889,ACVR2B,ENST00000352511.5,0.1 <= TPM < 0.2
chr3,44584963,+,promoter,44582963,44586963,ZNF660,ENST00000322734.2,0.1 <= TPM < 0.2
chr3,44712659,+,promoter,44710659,44714659,ZNF502,ENST00000436624.7,0.1 <= TPM < 0.2
chr3,44729634,+,promoter,44727634,44731634,ZNF501,ENST00000620116.5,0.1 <= TPM < 0.2
chr3,48333661,-,promoter,48331661,48335661,SPINK8,ENST00000434006.3,0.1 <= TPM < 0.2
chr3,54122551,+,promoter,54120551,54124551,CACNA2D3,ENST00000474759.6,0.1 <= TPM < 0.2
chr3,57292685,-,promoter,57290685,57294685,ASB14,ENST00000487349.6,0.1 <= TPM < 0.2
chr3,69739463,+,promoter,69737463,69741463,MITF,ENST00000352241.9,0.1 <= TPM < 0.2
chr3,98901695,-,promoter,98899695,98903695,DCBLD2,ENST00000326840.11,0.1 <= TPM < 0.2
chr3,100401538,+,promoter,100399538,100403538,LNP1,ENST00000383693.8,0.1 <= TPM < 0.2
chr3,126655124,-,promoter,126653124,126657124,TXNRD3,ENST00000524230.9,0.1 <= TPM < 0.2
chr3,132597269,+,promoter,132595269,132599269,ACKR4,ENST00000249887.3,0.1 <= TPM < 0.2
chr3,136819125,+,promoter,136817125,136821125,SLC35G2,ENST00000446465.3,0.1 <= TPM < 0.2
chr3,138115608,-,promoter,138113608,138117608,DZIP1L,ENST00000327532.7,0.1 <= TPM < 0.2
chr3,138329851,-,promoter,138327851,138331851,NME9,ENST00000333911.9,0.1 <= TPM < 0.2
chr3,142596392,+,promoter,142594392,142598392,PLS1,ENST00000457734.7,0.1 <= TPM < 0.2
chr3,142724033,+,promoter,142722033,142726033,TRPC1,ENST00000476941.6,0.1 <= TPM < 0.2
chr3,151085663,+,promoter,151083663,151087663,MED12L,ENST00000687756.1,0.1 <= TPM < 0.2
chr3,151384753,-,promoter,151382753,151386753,P2RY12,ENST00000302632.4,0.1 <= TPM < 0.2
chr3,151873642,+,promoter,151871642,151875642,SUCNR1,ENST00000362032.6,0.1 <= TPM < 0.2
chr3,157503416,-,promoter,157501416,157505416,VEPH1,ENST00000362010.7,0.1 <= TPM < 0.2
chr3,193554895,-,promoter,193552895,193556895,ATP13A4,ENST00000342695.9,0.1 <= TPM < 0.2
chr3,197960216,+,promoter,197958216,197962216,LMLN,ENST00000420910.7,0.1 <= TPM < 0.2
chr4,826129,-,promoter,824129,828129,CPLX1,ENST00000304062.11,0.1 <= TPM < 0.2
chr4,3249158,+,promoter,3247158,3251158,MSANTD1,ENST00000438480.7,0.1 <= TPM < 0.2
chr4,7192537,+,promoter,7190537,7194537,SORCS2,ENST00000507866.6,0.1 <= TPM < 0.2
chr4,8158813,-,promoter,8156813,8160813,ABLIM2,ENST00000447017.7,0.1 <= TPM < 0.2
chr4,16898645,-,promoter,16896645,16900645,LDB2,ENST00000304523.10,0.1 <= TPM < 0.2
chr4,24795572,+,promoter,24793572,24797572,SOD3,ENST00000382120.4,0.1 <= TPM < 0.2
chr4,37453924,+,promoter,37451924,37455924,C4orf19,ENST00000381980.9,0.1 <= TPM < 0.2
chr4,37960397,+,promoter,37958397,37962397,PTTG2,ENST00000504686.2,0.1 <= TPM < 0.2
chr4,41981755,+,promoter,41979755,41983755,DCAF4L1,ENST00000333141.7,0.1 <= TPM < 0.2
chr4,48016771,+,promoter,48014771,48018771,NIPAL1,ENST00000295461.10,0.1 <= TPM < 0.2
chr4,54229292,+,promoter,54227292,54231292,PDGFRA,ENST00000257290.10,0.1 <= TPM < 0.2
chr4,90127393,+,promoter,90125393,90129393,CCSER1,ENST00000509176.6,0.1 <= TPM < 0.2
chr4,109912882,+,promoter,109910882,109914882,EGF,ENST00000265171.10,0.1 <= TPM < 0.2
chr4,118888853,+,promoter,118886853,118890853,SYNPO2,ENST00000307142.9,0.1 <= TPM < 0.2
chr4,148442414,-,promoter,148440414,148444414,NR3C2,ENST00000358102.8,0.1 <= TPM < 0.2
chr4,155376965,-,promoter,155374965,155378965,MAP9,ENST00000311277.9,0.1 <= TPM < 0.2
chr4,164977657,-,promoter,164975657,164979657,TRIM61,ENST00000329314.6,0.1 <= TPM < 0.2
chr4,183099256,+,promoter,183097256,183101256,WWC2,ENST00000403733.8,0.1 <= TPM < 0.2
chr5,31639130,+,promoter,31637130,31641130,PDZD2,ENST00000438447.2,0.1 <= TPM < 0.2
chr5,43192224,+,promoter,43190224,43194224,NIM1K,ENST00000326035.6,0.1 <= TPM < 0.2
chr5,76953044,+,promoter,76951044,76955044,CRHBP,ENST00000274368.9,0.1 <= TPM < 0.2
chr5,77210679,+,promoter,77208679,77212679,PDE8B,ENST00000264917.10,0.1 <= TPM < 0.2
chr5,79514134,-,promoter,79512134,79516134,HOMER1,ENST00000334082.11,0.1 <= TPM < 0.2
chr5,95682991,-,promoter,95680991,95684991,SPATA9,ENST00000274432.13,0.1 <= TPM < 0.2
chr5,103562789,-,promoter,103560789,103564789,NUDT12,ENST00000230792.7,0.1 <= TPM < 0.2
chr5,115816659,-,promoter,115814659,115818659,CDO1,ENST00000250535.5,0.1 <= TPM < 0.2
chr5,133612541,-,promoter,133610541,133614541,FSTL4,ENST00000265342.12,0.1 <= TPM < 0.2
chr5,134367171,-,promoter,134365171,134369171,CDKL3,ENST00000265334.9,0.1 <= TPM < 0.2
chr5,134967906,+,promoter,134965906,134969906,CATSPER3,ENST00000282611.8,0.1 <= TPM < 0.2
chr5,137499326,-,promoter,137497326,137501326,SPOCK1,ENST00000394945.6,0.1 <= TPM < 0.2
chr5,140673576,-,promoter,140671576,140675576,DND1,ENST00000542735.2,0.1 <= TPM < 0.2
chr5,141958202,-,promoter,141956202,141960202,PCDH12,ENST00000231484.4,0.1 <= TPM < 0.2
chr5,147510068,-,promoter,147508068,147512068,DPYSL3,ENST00000343218.10,0.1 <= TPM < 0.2
chr5,147782728,-,promoter,147780728,147784728,JAKMIP2,ENST00000616793.5,0.1 <= TPM < 0.2
chr5,149581497,+,promoter,149579497,149583497,ARHGEF37,ENST00000333677.7,0.1 <= TPM < 0.2
chr5,150846520,+,promoter,150844520,150848520,IRGM,ENST00000522154.2,0.1 <= TPM < 0.2
chr5,150904980,-,promoter,150902980,150906980,ZNF300,ENST00000274599.10,0.1 <= TPM < 0.2
chr5,157059116,-,promoter,157057116,157061116,HAVCR1,ENST00000523175.6,0.1 <= TPM < 0.2
chr5,157460212,+,promoter,157458212,157462212,NIPAL4,ENST00000311946.8,0.1 <= TPM < 0.2
chr5,168291644,+,promoter,168289644,168293644,WWC1,ENST00000265293.9,0.1 <= TPM < 0.2
chr5,174045705,+,promoter,174043705,174047705,NSG2,ENST00000303177.8,0.1 <= TPM < 0.2
chr5,176549341,+,promoter,176547341,176551341,CDHR2,ENST00000261944.10,0.1 <= TPM < 0.2
chr5,176810558,+,promoter,176808558,176812558,UNC5A,ENST00000329542.9,0.1 <= TPM < 0.2
chr5,178590393,-,promoter,178588393,178592393,COL23A1,ENST00000390654.8,0.1 <= TPM < 0.2
chr5,179060372,+,promoter,179058372,179062372,ZNF354C,ENST00000315475.7,0.1 <= TPM < 0.2
chr6,657100,-,promoter,655100,659100,HUS1B,ENST00000380907.3,0.1 <= TPM < 0.2
chr6,1609914,+,promoter,1607914,1611914,FOXC1,ENST00000645831.2,0.1 <= TPM < 0.2
chr6,7541670,+,promoter,7539670,7543670,DSP,ENST00000379802.8,0.1 <= TPM < 0.2
chr6,10694616,-,promoter,10692616,10696616,C6orf52,ENST00000259983.8,0.1 <= TPM < 0.2
chr6,18122677,-,promoter,18120677,18124677,NHLRC1,ENST00000340650.6,0.1 <= TPM < 0.2
chr6,24646191,-,promoter,24644191,24648191,KIAA0319,ENST00000378214.8,0.1 <= TPM < 0.2
chr6,26020450,+,promoter,26018450,26022450,H3C1,ENST00000613854.2,0.1 <= TPM < 0.2
chr6,26250635,-,promoter,26248635,26252635,H3C7,ENST00000618052.2,0.1 <= TPM < 0.2
chr6,26272930,+,promoter,26270930,26274930,H2BC10,ENST00000377733.4,0.1 <= TPM < 0.2
chr6,27388758,+,promoter,27386758,27390758,ZNF391,ENST00000244576.9,0.1 <= TPM < 0.2
chr6,27814777,-,promoter,27812777,27816777,H2AC14,ENST00000333151.5,0.1 <= TPM < 0.2
chr6,27872346,-,promoter,27870346,27874346,H3C11,ENST00000616365.2,0.1 <= TPM < 0.2
chr6,27890826,-,promoter,27888826,27892826,H3C12,ENST00000359303.4,0.1 <= TPM < 0.2
chr6,27957240,+,promoter,27955240,27959240,OR2B6,ENST00000244623.1,0.1 <= TPM < 0.2
chr6,28080567,+,promoter,28078567,28082567,ZNF165,ENST00000683778.1,0.1 <= TPM < 0.2
chr6,30075769,-,promoter,30073769,30077769,RNF39,ENST00000244360.8,0.1 <= TPM < 0.2
chr6,34466075,+,promoter,34464075,34468075,PACSIN1,ENST00000244458.7,0.1 <= TPM < 0.2
chr6,35497079,-,promoter,35495079,35499079,TEAD3,ENST00000338863.13,0.1 <= TPM < 0.2
chr6,36442854,-,promoter,36440854,36444854,PXT1,ENST00000454782.3,0.1 <= TPM < 0.2
chr6,39934462,-,promoter,39932462,39936462,MOCS1,ENST00000340692.10,0.1 <= TPM < 0.2
chr6,46015860,-,promoter,46013860,46017860,CLIC5,ENST00000339561.12,0.1 <= TPM < 0.2
chr6,46652974,+,promoter,46650974,46654974,SLC25A27,ENST00000371347.10,0.1 <= TPM < 0.2
chr6,53148841,-,promoter,53146841,53150841,GCM1,ENST00000259803.8,0.1 <= TPM < 0.2
chr6,57222307,-,promoter,57220307,57224307,RAB23,ENST00000468148.6,0.1 <= TPM < 0.2
chr6,70957060,-,promoter,70955060,70959060,B3GAT2,ENST00000230053.11,0.1 <= TPM < 0.2
chr6,78867550,+,promoter,78865550,78869550,IRAK1BP1,ENST00000369940.7,0.1 <= TPM < 0.2
chr6,107115515,-,promoter,107113515,107117515,BEND3,ENST00000369042.6,0.1 <= TPM < 0.2
chr6,109440628,-,promoter,109438628,109442628,PPIL6,ENST00000521072.7,0.1 <= TPM < 0.2
chr6,110415575,-,promoter,110413575,110417575,DDO,ENST00000368924.9,0.1 <= TPM < 0.2
chr6,118548295,+,promoter,118546295,118550295,PLN,ENST00000357525.6,0.1 <= TPM < 0.2
chr6,119078664,-,promoter,119076664,119080664,FAM184A,ENST00000338891.12,0.1 <= TPM < 0.2
chr6,136550422,-,promoter,136548422,136552422,MAP7,ENST00000354570.8,0.1 <= TPM < 0.2
chr6,138499494,-,promoter,138497494,138501494,NHSL1,ENST00000343505.10,0.1 <= TPM < 0.2
chr6,139291998,-,promoter,139289998,139293998,TXLNB,ENST00000358430.8,0.1 <= TPM < 0.2
chr6,151494016,+,promoter,151492016,151496016,CCDC170,ENST00000239374.8,0.1 <= TPM < 0.2
chr6,151807681,+,promoter,151805681,151809681,ESR1,ENST00000206249.8,0.1 <= TPM < 0.2
chr7,5282942,+,promoter,5280942,5284942,SLC29A4,ENST00000396872.8,0.1 <= TPM < 0.2
chr7,6031375,+,promoter,6029375,6033375,ANKRD61,ENST00000409061.2,0.1 <= TPM < 0.2
chr7,30771416,+,promoter,30769416,30773416,MINDY4,ENST00000265299.6,0.1 <= TPM < 0.2
chr7,40135004,+,promoter,40133004,40137004,SUGCT,ENST00000335693.9,0.1 <= TPM < 0.2
chr7,72969466,-,promoter,72967466,72971466,TRIM74,ENST00000285805.3,0.1 <= TPM < 0.2
chr7,73155431,-,promoter,73153431,73157431,SPDYE10,ENST00000691996.1,0.1 <= TPM < 0.2
chr7,73624522,-,promoter,73622522,73626522,MLXIPL,ENST00000313375.8,0.1 <= TPM < 0.2
chr7,80134830,+,promoter,80132830,80136830,GNAI1,ENST00000649796.2,0.1 <= TPM < 0.2
chr7,80919051,-,promoter,80917051,80921051,SEMA3C,ENST00000265361.8,0.1 <= TPM < 0.2
chr7,93226469,-,promoter,93224469,93228469,HEPACAM2,ENST00000394468.7,0.1 <= TPM < 0.2
chr7,99679996,-,promoter,99677996,99681996,CYP3A5,ENST00000222982.8,0.1 <= TPM < 0.2
chr7,105581493,-,promoter,105579493,105583493,EFCAB10,ENST00000480514.6,0.1 <= TPM < 0.2
chr7,120988710,+,promoter,120986710,120990710,CPED1,ENST00000310396.10,0.1 <= TPM < 0.2
chr7,122144249,-,promoter,122142249,122146249,AASS,ENST00000417368.7,0.1 <= TPM < 0.2
chr7,128866329,+,promoter,128864329,128868329,ATP6V1FNB,ENST00000609480.4,0.1 <= TPM < 0.2
chr7,130344815,+,promoter,130342815,130346815,CPA5,ENST00000474905.6,0.1 <= TPM < 0.2
chr7,135728186,-,promoter,135726186,135730186,SLC13A4,ENST00000682651.1,0.1 <= TPM < 0.2
chr7,139523684,+,promoter,139521684,139525684,CLEC2L,ENST00000422142.7,0.1 <= TPM < 0.2
chr7,141790216,+,promoter,141788216,141792216,TAS2R5,ENST00000247883.5,0.1 <= TPM < 0.2
chr7,143284957,+,promoter,143282957,143286957,TMEM139,ENST00000359333.8,0.1 <= TPM < 0.2
chr7,143362713,-,promoter,143360713,143364713,FAM131B,ENST00000443739.7,0.1 <= TPM < 0.2
chr8,13514851,-,promoter,13512851,13516851,DLC1,ENST00000276297.9,0.1 <= TPM < 0.2
chr8,17027237,+,promoter,17025237,17029237,MICU3,ENST00000318063.10,0.1 <= TPM < 0.2
chr8,17413351,-,promoter,17411351,17415351,MTMR7,ENST00000180173.10,0.1 <= TPM < 0.2
chr8,19313692,+,promoter,19311692,19315692,SH2D4A,ENST00000265807.8,0.1 <= TPM < 0.2
chr8,23682938,-,promoter,23680938,23684938,NKX3-1,ENST00000380871.5,0.1 <= TPM < 0.2
chr8,24384284,+,promoter,24382284,24386284,ADAMDEC1,ENST00000256412.8,0.1 <= TPM < 0.2
chr8,30144665,-,promoter,30142665,30146665,MBOAT4,ENST00000320542.4,0.1 <= TPM < 0.2
chr8,37796882,+,promoter,37794882,37798882,ADGRA2,ENST00000412232.3,0.1 <= TPM < 0.2
chr8,56211273,-,promoter,56209273,56213273,PLAG1,ENST00000316981.8,0.1 <= TPM < 0.2
chr8,66493565,+,promoter,66491565,66495565,VXN,ENST00000305454.8,0.1 <= TPM < 0.2
chr8,72075584,-,promoter,72073584,72077584,TRPA1,ENST00000262209.5,0.1 <= TPM < 0.2
chr8,73093172,-,promoter,73091172,73095172,SBSPON,ENST00000297354.7,0.1 <= TPM < 0.2
chr8,95269201,-,promoter,95267201,95271201,CFAP418,ENST00000286688.6,0.1 <= TPM < 0.2
chr8,100145817,-,promoter,100143817,100147817,FBXO43,ENST00000428847.3,0.1 <= TPM < 0.2
chr8,109644822,-,promoter,109642822,109646822,SYBU,ENST00000276646.14,0.1 <= TPM < 0.2
chr8,119873721,+,promoter,119871721,119875721,DEPTOR,ENST00000286234.6,0.1 <= TPM < 0.2
chr9,4666480,-,promoter,4664480,4668480,SPATA6L,ENST00000682582.1,0.1 <= TPM < 0.2
chr9,15553042,+,promoter,15551042,15555042,CCDC171,ENST00000380701.8,0.1 <= TPM < 0.2
chr9,19409008,+,promoter,19407008,19411008,ACER2,ENST00000340967.3,0.1 <= TPM < 0.2
chr9,25678444,-,promoter,25676444,25680444,TUSC1,ENST00000358022.6,0.1 <= TPM < 0.2
chr9,33795560,+,promoter,33793560,33797560,PRSS3,ENST00000379405.4,0.1 <= TPM < 0.2
chr9,34522990,-,promoter,34520990,34524990,ENHO,ENST00000399775.3,0.1 <= TPM < 0.2
chr9,84340758,-,promoter,84338758,84342758,SLC28A3,ENST00000376238.5,0.1 <= TPM < 0.2
chr9,87974533,-,promoter,87972533,87976533,CDK20,ENST00000325303.9,0.1 <= TPM < 0.2
chr9,93184138,+,promoter,93182138,93186138,WNK2,ENST00000427277.7,0.1 <= TPM < 0.2
chr9,111038470,-,promoter,111036470,111040470,LPAR1,ENST00000683809.1,0.1 <= TPM < 0.2
chr9,113410746,+,promoter,113408746,113412746,C9orf43,ENST00000374165.6,0.1 <= TPM < 0.2
chr9,121651633,+,promoter,121649633,121653633,DAB2IP,ENST00000408936.8,0.1 <= TPM < 0.2
chr9,133376365,+,promoter,133374365,133378365,STKLD1,ENST00000371957.4,0.1 <= TPM < 0.2
chr9,135087667,+,promoter,135085667,135089667,OLFM1,ENST00000371793.8,0.1 <= TPM < 0.2
chr9,137225173,+,promoter,137223173,137227173,CYSRT1,ENST00000650725.2,0.1 <= TPM < 0.2
chr9,137302271,-,promoter,137300271,137304271,NRARP,ENST00000356628.4,0.1 <= TPM < 0.2
chrX,10156974,+,promoter,10154974,10158974,CLCN4,ENST00000380833.9,0.1 <= TPM < 0.2
chrX,15270083,-,promoter,15268083,15272083,ASB9,ENST00000380488.9,0.1 <= TPM < 0.2
chrX,17861298,-,promoter,17859298,17863298,RAI2,ENST00000451717.6,0.1 <= TPM < 0.2
chrX,18707644,+,promoter,18705644,18709644,PPEF1,ENST00000470157.2,0.1 <= TPM < 0.2
chrX,19515508,-,promoter,19513508,19517508,MAP3K15,ENST00000338883.9,0.1 <= TPM < 0.2
chrX,21374417,+,promoter,21372417,21376417,CNKSR2,ENST00000379510.5,0.1 <= TPM < 0.2
chrX,24647347,-,promoter,24645347,24649347,PCYT1B,ENST00000379144.7,0.1 <= TPM < 0.2
chrX,49233340,-,promoter,49231340,49235340,CACNA1F,ENST00000323022.10,0.1 <= TPM < 0.2
chrX,53094141,+,promoter,53092141,53096141,KANTR,ENST00000604062.7,0.1 <= TPM < 0.2
chrX,53422872,+,promoter,53420872,53424872,RIBC1,ENST00000375327.6,0.1 <= TPM < 0.2
chrX,54496234,-,promoter,54494234,54498234,FGD1,ENST00000375135.4,0.1 <= TPM < 0.2
chrX,54994188,-,promoter,54992188,54996188,PFKFB1,ENST00000375006.8,0.1 <= TPM < 0.2
chrX,57137397,-,promoter,57135397,57139397,SPIN2A,ENST00000374906.4,0.1 <= TPM < 0.2
chrX,69616112,+,promoter,69614112,69618112,EDA,ENST00000374552.9,0.1 <= TPM < 0.2
chrX,73214851,-,promoter,73212851,73216851,NAP1L2,ENST00000373517.4,0.1 <= TPM < 0.2
chrX,77969638,-,promoter,77967638,77971638,PGAM4,ENST00000458128.3,0.1 <= TPM < 0.2
chrX,84502453,-,promoter,84500453,84504453,HDX,ENST00000373177.3,0.1 <= TPM < 0.2
chrX,100732121,-,promoter,100730121,100734121,SYTL4,ENST00000372989.6,0.1 <= TPM < 0.2
chrX,102712447,+,promoter,102710447,102714447,GPRASP2,ENST00000483720.7,0.1 <= TPM < 0.2
chrX,102720742,+,promoter,102718742,102722742,BHLHB9,ENST00000457056.6,0.1 <= TPM < 0.2
chrX,106802672,+,promoter,106800672,106804672,TBC1D8B,ENST00000357242.10,0.1 <= TPM < 0.2
chrX,107825865,+,promoter,107823865,107827865,MID2,ENST00000262843.11,0.1 <= TPM < 0.2
chrX,120115913,-,promoter,120113913,120117913,RHOXF1,ENST00000217999.3,0.1 <= TPM < 0.2
chrX,129738978,+,promoter,129736978,129740978,XPNPEP2,ENST00000371106.4,0.1 <= TPM < 0.2
chrX,134990990,+,promoter,134988990,134992990,SMIM10,ENST00000330288.6,0.1 <= TPM < 0.2
chrX,135022542,-,promoter,135020542,135024542,RTL8B,ENST00000391440.3,0.1 <= TPM < 0.2
chrX,139708167,-,promoter,139706167,139710167,MCF2,ENST00000519895.6,0.1 <= TPM < 0.2
chrX,153904672,+,promoter,153902672,153906672,AVPR2,ENST00000646375.2,0.1 <= TPM < 0.2
chr1,966481,+,promoter,964481,968481,PLEKHN1,ENST00000379410.8,0.2 <= TPM < 0.5
chr1,1331279,+,promoter,1329279,1333279,TAS1R3,ENST00000339381.6,0.2 <= TPM < 0.5
chr1,2633016,-,promoter,2631016,2635016,MMEL1,ENST00000378412.8,0.2 <= TPM < 0.5
chr1,7784290,+,promoter,7782290,7786290,PER3,ENST00000377532.8,0.2 <= TPM < 0.5
chr1,11047239,-,promoter,11045239,11049239,MASP2,ENST00000400897.8,0.2 <= TPM < 0.5
chr1,15736257,+,promoter,15734257,15738257,SLC25A34,ENST00000294454.6,0.2 <= TPM < 0.5
chr1,20486210,-,promoter,20484210,20488210,CAMK2N1,ENST00000375078.4,0.2 <= TPM < 0.5
chr1,24187289,-,promoter,24185289,24189289,IFNLR1,ENST00000327535.6,0.2 <= TPM < 0.5
chr1,30908758,-,promoter,30906758,30910758,SDC3,ENST00000339394.7,0.2 <= TPM < 0.5
chr1,32247221,+,promoter,32245221,32249221,FAM167B,ENST00000373582.4,0.2 <= TPM < 0.5
chr1,33081152,+,promoter,33079152,33083152,AZIN2,ENST00000294517.11,0.2 <= TPM < 0.5
chr1,35573313,+,promoter,35571313,35575313,TFAP2E,ENST00000373235.4,0.2 <= TPM < 0.5
chr1,36450451,-,promoter,36448451,36452451,OSCP1,ENST00000235532.9,0.2 <= TPM < 0.5
chr1,37793846,+,promoter,37791846,37795846,MANEAL,ENST00000373045.11,0.2 <= TPM < 0.5
chr1,39788865,-,promoter,39786865,39790865,BMP8B,ENST00000372827.8,0.2 <= TPM < 0.5
chr1,40450475,+,promoter,40448475,40452475,ZFP69B,ENST00000361584.5,0.2 <= TPM < 0.5
chr1,42463285,+,promoter,42461285,42465285,CCDC30,ENST00000657597.2,0.2 <= TPM < 0.5
chr1,43300981,+,promoter,43298981,43302981,TIE1,ENST00000372476.8,0.2 <= TPM < 0.5
chr1,43530882,+,promoter,43528882,43532882,PTPRF,ENST00000359947.9,0.2 <= TPM < 0.5
chr1,45326894,+,promoter,45324894,45328894,HPDL,ENST00000334815.6,0.2 <= TPM < 0.5
chr1,51330562,-,promoter,51328562,51332562,TTC39A,ENST00000680483.1,0.2 <= TPM < 0.5
chr1,65420667,+,promoter,65418667,65422667,LEPR,ENST00000349533.11,0.2 <= TPM < 0.5
chr1,95072951,-,promoter,95070951,95074951,ALG14,ENST00000370205.6,0.2 <= TPM < 0.5
chr1,99766635,-,promoter,99764635,99768635,FRRS1,ENST00000646001.2,0.2 <= TPM < 0.5
chr1,100178256,-,promoter,100176256,100180256,LRRC39,ENST00000370137.6,0.2 <= TPM < 0.5
chr1,109509727,-,promoter,109507727,109511727,AMIGO1,ENST00000369864.5,0.2 <= TPM < 0.5
chr1,110391026,-,promoter,110389026,110393026,SLC16A4,ENST00000369779.9,0.2 <= TPM < 0.5
chr1,112396213,+,promoter,112394213,112398213,CTTNBP2NL,ENST00000271277.11,0.2 <= TPM < 0.5
chr1,112715332,-,promoter,112713332,112717332,PPM1J,ENST00000309276.11,0.2 <= TPM < 0.5
chr1,115641969,+,promoter,115639969,115643969,VANGL1,ENST00000355485.7,0.2 <= TPM < 0.5
chr1,119648266,-,promoter,119646266,119650266,ZNF697,ENST00000421812.3,0.2 <= TPM < 0.5
chr1,145910050,-,promoter,145908050,145912050,ITGA10,ENST00000369304.8,0.2 <= TPM < 0.5
chr1,145964575,-,promoter,145962575,145966575,ANKRD34A,ENST00000606888.3,0.2 <= TPM < 0.5
chr1,149917844,-,promoter,149915844,149919844,SV2A,ENST00000369146.8,0.2 <= TPM < 0.5
chr1,150282553,+,promoter,150280553,150284553,CIART,ENST00000290363.6,0.2 <= TPM < 0.5
chr1,151831802,-,promoter,151829802,151833802,RORC,ENST00000318247.7,0.2 <= TPM < 0.5
chr1,151853712,-,promoter,151851712,151855712,THEM5,ENST00000368817.10,0.2 <= TPM < 0.5
chr1,153540934,-,promoter,153538934,153542934,S100A5,ENST00000368717.3,0.2 <= TPM < 0.5
chr1,155033781,-,promoter,155031781,155035781,DCST2,ENST00000368424.4,0.2 <= TPM < 0.5
chr1,155277462,+,promoter,155275462,155279462,HCN3,ENST00000368358.4,0.2 <= TPM < 0.5
chr1,156893717,+,promoter,156891717,156895717,PEAR1,ENST00000292357.8,0.2 <= TPM < 0.5
chr1,160367070,+,promoter,160365070,160369070,NHLH1,ENST00000302101.6,0.2 <= TPM < 0.5
chr1,161098360,+,promoter,161096360,161100360,KLHDC9,ENST00000368011.9,0.2 <= TPM < 0.5
chr1,167090377,-,promoter,167088377,167092377,GPA33,ENST00000367868.4,0.2 <= TPM < 0.5
chr1,171841497,+,promoter,171839497,171843497,DNM3,ENST00000627582.3,0.2 <= TPM < 0.5
chr1,172659102,+,promoter,172657102,172661102,FASLG,ENST00000367721.3,0.2 <= TPM < 0.5
chr1,180912896,+,promoter,180910896,180914896,KIAA1614,ENST00000367588.9,0.2 <= TPM < 0.5
chr1,197201293,-,promoter,197199293,197203293,ZBTB41,ENST00000367405.5,0.2 <= TPM < 0.5
chr1,200620751,-,promoter,200618751,200622751,KIF14,ENST00000367350.5,0.2 <= TPM < 0.5
chr1,201539126,+,promoter,201537126,201541126,NAV1,ENST00000685211.1,0.2 <= TPM < 0.5
chr1,203795622,+,promoter,203793622,203797622,ZBED6,ENST00000550078.3,0.2 <= TPM < 0.5
chr1,204073114,+,promoter,204071114,204075114,SOX13,ENST00000367204.6,0.2 <= TPM < 0.5
chr1,205569013,+,promoter,205567013,205571013,MFSD4A,ENST00000367147.9,0.2 <= TPM < 0.5
chr1,210328901,+,promoter,210326901,210330901,HHAT,ENST00000261458.8,0.2 <= TPM < 0.5
chr1,220690362,+,promoter,220688362,220692362,C1orf115,ENST00000294889.6,0.2 <= TPM < 0.5
chr1,226309164,-,promoter,226307164,226311164,LIN9,ENST00000681046.1,0.2 <= TPM < 0.5
chr1,227563555,+,promoter,227561555,227565555,ZNF678,ENST00000343776.10,0.2 <= TPM < 0.5
chr1,228416861,-,promoter,228414861,228418861,TRIM17,ENST00000366698.7,0.2 <= TPM < 0.5
chr1,247078811,-,promoter,247076811,247080811,ZNF670,ENST00000366503.3,0.2 <= TPM < 0.5
chr10,14838037,-,promoter,14836037,14840037,CDNF,ENST00000465530.2,0.2 <= TPM < 0.5
chr10,25016611,+,promoter,25014611,25018611,THNSL1,ENST00000376356.5,0.2 <= TPM < 0.5
chr10,28677520,+,promoter,28675520,28679520,BAMBI,ENST00000375533.6,0.2 <= TPM < 0.5
chr10,43606437,+,promoter,43604437,43608437,ZNF485,ENST00000361807.8,0.2 <= TPM < 0.5
chr10,50739935,+,promoter,50737935,50741935,ASAH2B,ENST00000647317.2,0.2 <= TPM < 0.5
chr10,60389875,-,promoter,60387875,60391875,ANK3,ENST00000280772.7,0.2 <= TPM < 0.5
chr10,69630246,+,promoter,69628246,69632246,FAM241B,ENST00000373279.6,0.2 <= TPM < 0.5
chr10,70052845,+,promoter,70050845,70054845,MACROH2A2,ENST00000373255.9,0.2 <= TPM < 0.5
chr10,79445624,-,promoter,79443624,79447624,ZCCHC24,ENST00000372336.4,0.2 <= TPM < 0.5
chr10,84194536,+,promoter,84192536,84196536,CDHR1,ENST00000623527.4,0.2 <= TPM < 0.5
chr10,86756618,+,promoter,86754618,86758618,BMPR1A,ENST00000372037.8,0.2 <= TPM < 0.5
chr10,88664441,+,promoter,88662441,88666441,LIPF,ENST00000238983.9,0.2 <= TPM < 0.5
chr10,89645242,-,promoter,89643242,89647242,PANK1,ENST00000307534.10,0.2 <= TPM < 0.5
